Date,State,New_Cases,Deaths,Recovered,Total_Tests,Vaccine_Dose_1,Vaccine_Dose_2,Positivity_Rate(%),Active_Cases,Population_Millions,Cumulative_Cases,Cumulative_Deaths,Cumulative_Recovered,Vaccination_Coverage_Dose1(%),Vaccination_Coverage_Dose2(%),Tests_per_Million,Case_Fatality_Rate(%),Recovery_Rate(%)
2020-07-01,Madhya Pradesh,480,3,475,5808,4545,4462,8.26,2,87.0,150570,1289,149769,5.22,5.13,0.06675862068965517,0.86,99.47
2020-07-02,Madhya Pradesh,69,0,67,637,139,30,10.83,2,87.0,150639,1289,149836,0.16,0.03,0.00732183908045977,0.86,99.47
2020-07-03,Madhya Pradesh,161,1,154,2274,1437,515,7.08,6,87.0,150800,1290,149990,1.65,0.59,0.02613793103448276,0.86,99.46
2020-07-04,Madhya Pradesh,1415,10,1406,17519,3186,2603,8.08,0,87.0,152215,1300,151396,3.66,2.99,0.20136781609195403,0.85,99.46
2020-07-05,Madhya Pradesh,405,3,400,4994,212,91,8.11,2,87.0,152620,1303,151796,0.24,0.1,0.05740229885057471,0.85,99.46
2020-07-06,Madhya Pradesh,167,2,162,2415,2877,2447,6.92,3,87.0,152787,1305,151958,3.31,2.81,0.02775862068965517,0.85,99.46
2020-07-07,Madhya Pradesh,1525,20,1524,19339,1560,1551,7.89,0,87.0,154312,1325,153482,1.79,1.78,0.22228735632183907,0.86,99.46
2020-07-08,Madhya Pradesh,326,4,323,3946,211,17,8.26,0,87.0,154638,1329,153805,0.24,0.02,0.04535632183908046,0.86,99.46
2020-07-09,Madhya Pradesh,1159,14,1152,14302,1031,632,8.1,0,87.0,155797,1343,154957,1.19,0.73,0.16439080459770114,0.86,99.46
2020-07-10,Madhya Pradesh,1339,11,1331,16757,2663,1489,7.99,0,87.0,157136,1354,156288,3.06,1.71,0.19260919540229884,0.86,99.46
2020-07-11,Madhya Pradesh,1192,8,1188,15090,4562,1220,7.9,0,87.0,158328,1362,157476,5.24,1.4,0.17344827586206896,0.86,99.46
2020-07-12,Madhya Pradesh,537,3,532,6584,1401,439,8.16,2,87.0,158865,1365,158008,1.61,0.5,0.07567816091954023,0.86,99.46
2020-07-13,Madhya Pradesh,1349,16,1347,16703,900,704,8.08,0,87.0,160214,1381,159355,1.03,0.81,0.19198850574712645,0.86,99.46
2020-07-14,Madhya Pradesh,504,1,502,5894,2976,1269,8.55,1,87.0,160718,1382,159857,3.42,1.46,0.06774712643678162,0.86,99.46
2020-07-15,Madhya Pradesh,320,2,311,4082,864,609,7.84,7,87.0,161038,1384,160168,0.99,0.7,0.04691954022988506,0.86,99.46
2020-07-16,Madhya Pradesh,733,9,728,9407,4855,61,7.79,0,87.0,161771,1393,160896,5.58,0.07,0.1081264367816092,0.86,99.46
2020-07-17,Madhya Pradesh,796,5,795,9835,2757,1618,8.09,0,87.0,162567,1398,161691,3.17,1.86,0.11304597701149426,0.86,99.46
2020-07-18,Madhya Pradesh,237,1,229,2895,746,475,8.19,7,87.0,162804,1399,161920,0.86,0.55,0.03327586206896552,0.86,99.46
2020-07-19,Madhya Pradesh,1245,4,1242,15386,1002,703,8.09,0,87.0,164049,1403,163162,1.15,0.81,0.17685057471264368,0.86,99.46
2020-07-20,Madhya Pradesh,1026,15,1019,13163,3062,2101,7.79,0,87.0,165075,1418,164181,3.52,2.41,0.15129885057471265,0.86,99.46
2020-07-21,Madhya Pradesh,84,1,83,960,4933,1390,8.75,0,87.0,165159,1419,164264,5.67,1.6,0.011034482758620689,0.86,99.46
2020-07-22,Madhya Pradesh,427,3,423,4915,1356,144,8.69,1,87.0,165586,1422,164687,1.56,0.17,0.05649425287356322,0.86,99.46
2020-07-23,Madhya Pradesh,602,2,598,7576,2613,411,7.95,2,87.0,166188,1424,165285,3.0,0.47,0.08708045977011494,0.86,99.46
2020-07-24,Madhya Pradesh,926,11,923,11657,565,355,7.94,0,87.0,167114,1435,166208,0.65,0.41,0.13398850574712642,0.86,99.46
2020-07-25,Madhya Pradesh,119,1,116,1872,368,368,6.36,2,87.0,167233,1436,166324,0.42,0.42,0.021517241379310346,0.86,99.46
2020-07-26,Madhya Pradesh,415,5,407,4976,3493,339,8.34,3,87.0,167648,1441,166731,4.01,0.39,0.057195402298850576,0.86,99.45
2020-07-27,Madhya Pradesh,1315,13,1309,16721,2598,715,7.86,0,87.0,168963,1454,168040,2.99,0.82,0.19219540229885057,0.86,99.45
2020-07-28,Madhya Pradesh,832,9,827,10294,4260,1833,8.08,0,87.0,169795,1463,168867,4.9,2.11,0.11832183908045978,0.86,99.45
2020-07-29,Madhya Pradesh,1353,15,1348,17269,1298,1193,7.83,0,87.0,171148,1478,170215,1.49,1.37,0.19849425287356323,0.86,99.45
2020-07-30,Madhya Pradesh,767,8,764,9559,2863,2609,8.02,0,87.0,171915,1486,170979,3.29,3.0,0.1098735632183908,0.86,99.46
2020-07-31,Madhya Pradesh,1364,19,1363,16952,2479,1419,8.05,0,87.0,173279,1505,172342,2.85,1.63,0.19485057471264366,0.87,99.46
2020-08-01,Madhya Pradesh,1576,8,1567,19652,3664,2347,8.02,1,87.0,174855,1513,173909,4.21,2.7,0.22588505747126436,0.87,99.46
2020-08-02,Madhya Pradesh,986,13,978,12028,1424,318,8.2,0,87.0,175841,1526,174887,1.64,0.37,0.1382528735632184,0.87,99.46
2020-08-03,Madhya Pradesh,209,1,203,2486,2656,796,8.41,5,87.0,176050,1527,175090,3.05,0.91,0.02857471264367816,0.87,99.45
2020-08-04,Madhya Pradesh,473,6,473,5534,3915,3786,8.55,0,87.0,176523,1533,175563,4.5,4.35,0.06360919540229885,0.87,99.46
2020-08-05,Madhya Pradesh,587,6,581,7998,1416,1352,7.34,0,87.0,177110,1539,176144,1.63,1.55,0.09193103448275862,0.87,99.45
2020-08-06,Madhya Pradesh,608,3,606,7479,2573,530,8.13,0,87.0,177718,1542,176750,2.96,0.61,0.08596551724137931,0.87,99.46
2020-08-07,Madhya Pradesh,576,6,574,7088,3508,38,8.13,0,87.0,178294,1548,177324,4.03,0.04,0.0814712643678161,0.87,99.46
2020-08-08,Madhya Pradesh,237,1,234,3041,690,333,7.79,2,87.0,178531,1549,177558,0.79,0.38,0.034954022988505744,0.87,99.45
2020-08-09,Madhya Pradesh,1071,12,1064,13272,26,18,8.07,0,87.0,179602,1561,178622,0.03,0.02,0.15255172413793103,0.87,99.45
2020-08-10,Madhya Pradesh,1315,12,1312,16526,4286,4105,7.96,0,87.0,180917,1573,179934,4.93,4.72,0.18995402298850575,0.87,99.46
2020-08-11,Madhya Pradesh,606,3,604,7541,4422,3256,8.04,0,87.0,181523,1576,180538,5.08,3.74,0.08667816091954023,0.87,99.46
2020-08-12,Madhya Pradesh,1468,21,1466,18591,2596,777,7.9,0,87.0,182991,1597,182004,2.98,0.89,0.21368965517241378,0.87,99.46
2020-08-13,Madhya Pradesh,1086,15,1080,13800,885,64,7.87,0,87.0,184077,1612,183084,1.02,0.07,0.15862068965517243,0.88,99.46
2020-08-14,Madhya Pradesh,1485,8,1483,18628,3381,446,7.97,0,87.0,185562,1620,184567,3.89,0.51,0.21411494252873564,0.87,99.46
2020-08-15,Madhya Pradesh,946,12,944,11742,3190,2198,8.06,0,87.0,186508,1632,185511,3.67,2.53,0.1349655172413793,0.88,99.47
2020-08-16,Madhya Pradesh,1284,5,1284,15985,2427,56,8.03,0,87.0,187792,1637,186795,2.79,0.06,0.18373563218390804,0.87,99.47
2020-08-17,Madhya Pradesh,796,7,795,10024,1658,838,7.94,0,87.0,188588,1644,187590,1.91,0.96,0.1152183908045977,0.87,99.47
2020-08-18,Madhya Pradesh,1231,11,1222,15026,4762,3999,8.19,0,87.0,189819,1655,188812,5.47,4.6,0.17271264367816092,0.87,99.47
2020-08-19,Madhya Pradesh,697,3,690,9159,2732,564,7.61,4,87.0,190516,1658,189502,3.14,0.65,0.10527586206896551,0.87,99.47
2020-08-20,Madhya Pradesh,636,8,634,7699,3990,1966,8.26,0,87.0,191152,1666,190136,4.59,2.26,0.08849425287356322,0.87,99.47
2020-08-21,Madhya Pradesh,1058,13,1054,13161,720,553,8.04,0,87.0,192210,1679,191190,0.83,0.64,0.1512758620689655,0.87,99.47
2020-08-22,Madhya Pradesh,323,1,319,4130,1286,914,7.82,3,87.0,192533,1680,191509,1.48,1.05,0.04747126436781609,0.87,99.47
2020-08-23,Madhya Pradesh,1167,16,1165,14258,3446,1372,8.18,0,87.0,193700,1696,192674,3.96,1.58,0.16388505747126436,0.88,99.47
2020-08-24,Madhya Pradesh,1082,6,1073,14007,1005,164,7.72,3,87.0,194782,1702,193747,1.16,0.19,0.161,0.87,99.47
2020-08-25,Madhya Pradesh,292,1,290,3384,1962,645,8.63,1,87.0,195074,1703,194037,2.26,0.74,0.03889655172413793,0.87,99.47
2020-08-26,Madhya Pradesh,270,1,263,3454,2621,1646,7.82,6,87.0,195344,1704,194300,3.01,1.89,0.03970114942528736,0.87,99.47
2020-08-27,Madhya Pradesh,616,7,614,7641,2782,2537,8.06,0,87.0,195960,1711,194914,3.2,2.92,0.08782758620689655,0.87,99.47
2020-08-28,Madhya Pradesh,898,6,890,11500,1879,433,7.81,2,87.0,196858,1717,195804,2.16,0.5,0.13218390804597702,0.87,99.46
2020-08-29,Madhya Pradesh,715,4,713,8884,4309,2404,8.05,0,87.0,197573,1721,196517,4.95,2.76,0.10211494252873564,0.87,99.47
2020-08-30,Madhya Pradesh,112,1,109,1343,2468,908,8.34,2,87.0,197685,1722,196626,2.84,1.04,0.015436781609195403,0.87,99.46
2020-08-31,Madhya Pradesh,1294,15,1289,16418,1085,777,7.88,0,87.0,198979,1737,197915,1.25,0.89,0.18871264367816093,0.87,99.47
2020-09-01,Madhya Pradesh,1120,9,1115,14165,1889,1385,7.91,0,87.0,200099,1746,199030,2.17,1.59,0.162816091954023,0.87,99.47
2020-09-02,Madhya Pradesh,588,2,581,7224,1048,435,8.14,5,87.0,200687,1748,199611,1.2,0.5,0.08303448275862069,0.87,99.46
2020-09-03,Madhya Pradesh,1289,9,1285,16027,4132,1293,8.04,0,87.0,201976,1757,200896,4.75,1.49,0.1842183908045977,0.87,99.47
2020-09-04,Madhya Pradesh,811,2,802,10227,3158,2030,7.93,7,87.0,202787,1759,201698,3.63,2.33,0.11755172413793104,0.87,99.46
2020-09-05,Madhya Pradesh,1191,5,1184,14866,677,594,8.01,2,87.0,203978,1764,202882,0.78,0.68,0.1708735632183908,0.86,99.46
2020-09-06,Madhya Pradesh,929,13,923,11296,3787,991,8.22,0,87.0,204907,1777,203805,4.35,1.14,0.1298390804597701,0.87,99.46
2020-09-07,Madhya Pradesh,211,1,208,2694,2710,316,7.83,2,87.0,205118,1778,204013,3.11,0.36,0.03096551724137931,0.87,99.46
2020-09-08,Madhya Pradesh,117,0,109,1776,1063,956,6.59,8,87.0,205235,1778,204122,1.22,1.1,0.020413793103448277,0.87,99.46
2020-09-09,Madhya Pradesh,773,8,770,9626,4968,3550,8.03,0,87.0,206008,1786,204892,5.71,4.08,0.11064367816091954,0.87,99.46
2020-09-10,Madhya Pradesh,433,4,432,5485,598,94,7.89,0,87.0,206441,1790,205324,0.69,0.11,0.06304597701149425,0.87,99.46
2020-09-11,Madhya Pradesh,1147,8,1145,14042,4165,2552,8.17,0,87.0,207588,1798,206469,4.79,2.93,0.16140229885057472,0.87,99.46
2020-09-12,Madhya Pradesh,197,2,193,2571,1254,885,7.66,2,87.0,207785,1800,206662,1.44,1.02,0.029551724137931036,0.87,99.46
2020-09-13,Madhya Pradesh,235,1,226,2884,3060,805,8.15,8,87.0,208020,1801,206888,3.52,0.93,0.03314942528735632,0.87,99.46
2020-09-14,Madhya Pradesh,468,5,459,6145,4079,3560,7.62,4,87.0,208488,1806,207347,4.69,4.09,0.07063218390804597,0.87,99.45
2020-09-15,Madhya Pradesh,1183,16,1180,15377,1966,832,7.69,0,87.0,209671,1822,208527,2.26,0.96,0.17674712643678162,0.87,99.45
2020-09-16,Madhya Pradesh,683,3,674,8588,3105,2355,7.95,6,87.0,210354,1825,209201,3.57,2.71,0.09871264367816092,0.87,99.45
2020-09-17,Madhya Pradesh,1431,19,1430,17798,1902,1541,8.04,0,87.0,211785,1844,210631,2.19,1.77,0.20457471264367816,0.87,99.46
2020-09-18,Madhya Pradesh,1438,14,1437,17855,287,237,8.05,0,87.0,213223,1858,212068,0.33,0.27,0.20522988505747125,0.87,99.46
2020-09-19,Madhya Pradesh,363,3,360,5140,1197,682,7.06,0,87.0,213586,1861,212428,1.38,0.78,0.059080459770114946,0.87,99.46
2020-09-20,Madhya Pradesh,886,7,885,11132,967,726,7.96,0,87.0,214472,1868,213313,1.11,0.83,0.12795402298850575,0.87,99.46
2020-09-21,Madhya Pradesh,60,0,60,678,2730,1221,8.85,0,87.0,214532,1868,213373,3.14,1.4,0.007793103448275862,0.87,99.46
2020-09-22,Madhya Pradesh,694,8,687,8291,353,193,8.37,0,87.0,215226,1876,214060,0.41,0.22,0.09529885057471264,0.87,99.46
2020-09-23,Madhya Pradesh,353,4,344,4374,856,389,8.07,5,87.0,215579,1880,214404,0.98,0.45,0.05027586206896552,0.87,99.45
2020-09-24,Madhya Pradesh,694,3,688,9244,369,263,7.51,3,87.0,216273,1883,215092,0.42,0.3,0.10625287356321839,0.87,99.45
2020-09-25,Madhya Pradesh,1318,5,1315,16532,2710,748,7.97,0,87.0,217591,1888,216407,3.11,0.86,0.19002298850574711,0.87,99.46
2020-09-26,Madhya Pradesh,580,5,572,7271,26,8,7.98,3,87.0,218171,1893,216979,0.03,0.01,0.08357471264367816,0.87,99.45
2020-09-27,Madhya Pradesh,1080,7,1078,13329,4085,2048,8.1,0,87.0,219251,1900,218057,4.7,2.35,0.15320689655172415,0.87,99.46
2020-09-28,Madhya Pradesh,732,9,729,9415,1936,1282,7.77,0,87.0,219983,1909,218786,2.23,1.47,0.1082183908045977,0.87,99.46
2020-09-29,Madhya Pradesh,727,6,719,9493,706,595,7.66,2,87.0,220710,1915,219505,0.81,0.68,0.10911494252873563,0.87,99.45
2020-09-30,Madhya Pradesh,1399,6,1390,17488,4291,4105,8.0,3,87.0,222109,1921,220895,4.93,4.72,0.20101149425287357,0.86,99.45
2020-10-01,Madhya Pradesh,992,10,990,12093,338,218,8.2,0,87.0,223101,1931,221885,0.39,0.25,0.139,0.87,99.45
2020-10-02,Madhya Pradesh,857,12,849,10951,1297,746,7.83,0,87.0,223958,1943,222734,1.49,0.86,0.1258735632183908,0.87,99.45
2020-10-03,Madhya Pradesh,1309,17,1303,16190,1734,1448,8.09,0,87.0,225267,1960,224037,1.99,1.66,0.1860919540229885,0.87,99.45
2020-10-04,Madhya Pradesh,982,5,977,12151,2351,2097,8.08,0,87.0,226249,1965,225014,2.7,2.41,0.13966666666666666,0.87,99.45
2020-10-05,Madhya Pradesh,626,4,617,7504,2402,681,8.34,5,87.0,226875,1969,225631,2.76,0.78,0.0862528735632184,0.87,99.45
2020-10-06,Madhya Pradesh,693,2,693,8360,4901,2460,8.29,0,87.0,227568,1971,226324,5.63,2.83,0.09609195402298851,0.87,99.45
2020-10-07,Madhya Pradesh,487,5,484,5616,767,112,8.67,0,87.0,228055,1976,226808,0.88,0.13,0.06455172413793103,0.87,99.45
2020-10-08,Madhya Pradesh,1308,14,1306,16762,1512,144,7.8,0,87.0,229363,1990,228114,1.74,0.17,0.19266666666666668,0.87,99.46
2020-10-09,Madhya Pradesh,1454,14,1452,17637,1009,434,8.24,0,87.0,230817,2004,229566,1.16,0.5,0.20272413793103447,0.87,99.46
2020-10-10,Madhya Pradesh,591,6,584,7610,653,404,7.77,1,87.0,231408,2010,230150,0.75,0.46,0.08747126436781609,0.87,99.46
2020-10-11,Madhya Pradesh,117,1,108,1383,454,308,8.46,8,87.0,231525,2011,230258,0.52,0.35,0.015896551724137932,0.87,99.45
2020-10-12,Madhya Pradesh,341,4,340,4337,4093,989,7.86,0,87.0,231866,2015,230598,4.7,1.14,0.049850574712643675,0.87,99.45
2020-10-13,Madhya Pradesh,459,2,451,5714,983,716,8.03,6,87.0,232325,2017,231049,1.13,0.82,0.06567816091954023,0.87,99.45
2020-10-14,Madhya Pradesh,135,1,133,1526,2752,1867,8.85,1,87.0,232460,2018,231182,3.16,2.15,0.017540229885057473,0.87,99.45
2020-10-15,Madhya Pradesh,78,0,77,1221,1207,1054,6.39,1,87.0,232538,2018,231259,1.39,1.21,0.01403448275862069,0.87,99.45
2020-10-16,Madhya Pradesh,887,11,878,11134,2996,2180,7.97,0,87.0,233425,2029,232137,3.44,2.51,0.12797701149425286,0.87,99.45
2020-10-17,Madhya Pradesh,151,0,144,1821,491,460,8.29,7,87.0,233576,2029,232281,0.56,0.53,0.020931034482758622,0.87,99.45
2020-10-18,Madhya Pradesh,771,2,769,9983,3176,1611,7.72,0,87.0,234347,2031,233050,3.65,1.85,0.11474712643678162,0.87,99.45
2020-10-19,Madhya Pradesh,143,0,136,1646,52,38,8.69,7,87.0,234490,2031,233186,0.06,0.04,0.018919540229885057,0.87,99.44
2020-10-20,Madhya Pradesh,1420,6,1415,17641,1941,1267,8.05,0,87.0,235910,2037,234601,2.23,1.46,0.20277011494252872,0.86,99.45
2020-10-21,Madhya Pradesh,692,6,690,8664,3959,3371,7.99,0,87.0,236602,2043,235291,4.55,3.87,0.09958620689655172,0.86,99.45
2020-10-22,Madhya Pradesh,164,1,162,1959,2627,51,8.37,1,87.0,236766,2044,235453,3.02,0.06,0.022517241379310344,0.86,99.45
2020-10-23,Madhya Pradesh,1622,10,1618,19968,1071,35,8.12,0,87.0,238388,2054,237071,1.23,0.04,0.22951724137931034,0.86,99.45
2020-10-24,Madhya Pradesh,1331,15,1325,16930,404,261,7.86,0,87.0,239719,2069,238396,0.46,0.3,0.1945977011494253,0.86,99.45
2020-10-25,Madhya Pradesh,1542,13,1533,19229,1673,1309,8.02,0,87.0,241261,2082,239929,1.92,1.5,0.22102298850574711,0.86,99.45
2020-10-26,Madhya Pradesh,1012,10,1011,12678,4521,2974,7.98,0,87.0,242273,2092,240940,5.2,3.42,0.14572413793103448,0.86,99.45
2020-10-27,Madhya Pradesh,585,2,583,7257,99,75,8.06,0,87.0,242858,2094,241523,0.11,0.09,0.08341379310344828,0.86,99.45
2020-10-28,Madhya Pradesh,109,1,103,1467,2192,1073,7.43,5,87.0,242967,2095,241626,2.52,1.23,0.01686206896551724,0.86,99.45
2020-10-29,Madhya Pradesh,469,3,465,5797,498,222,8.09,1,87.0,243436,2098,242091,0.57,0.26,0.06663218390804598,0.86,99.45
2020-10-30,Madhya Pradesh,598,3,597,7417,3004,1591,8.06,0,87.0,244034,2101,242688,3.45,1.83,0.0852528735632184,0.86,99.45
2020-10-31,Madhya Pradesh,1065,10,1065,13097,716,662,8.13,0,87.0,245099,2111,243753,0.82,0.76,0.15054022988505747,0.86,99.45
2020-11-01,Madhya Pradesh,1247,18,1238,15343,4006,1659,8.13,0,87.0,246346,2129,244991,4.6,1.91,0.17635632183908045,0.86,99.45
2020-11-02,Madhya Pradesh,247,1,238,3072,4954,4666,8.04,8,87.0,246593,2130,245229,5.69,5.36,0.03531034482758621,0.86,99.45
2020-11-03,Madhya Pradesh,977,4,971,12017,96,58,8.13,2,87.0,247570,2134,246200,0.11,0.07,0.13812643678160919,0.86,99.45
2020-11-04,Madhya Pradesh,1063,13,1058,13109,2598,653,8.11,0,87.0,248633,2147,247258,2.99,0.75,0.15067816091954023,0.86,99.45
2020-11-05,Madhya Pradesh,843,6,835,10337,544,174,8.16,2,87.0,249476,2153,248093,0.63,0.2,0.11881609195402298,0.86,99.45
2020-11-06,Madhya Pradesh,1449,5,1447,17784,2152,584,8.15,0,87.0,250925,2158,249540,2.47,0.67,0.2044137931034483,0.86,99.45
2020-11-07,Madhya Pradesh,464,1,464,5809,1420,84,7.99,0,87.0,251389,2159,250004,1.63,0.1,0.06677011494252874,0.86,99.45
2020-11-08,Madhya Pradesh,981,7,973,12260,3536,3122,8.0,1,87.0,252370,2166,250977,4.06,3.59,0.14091954022988507,0.86,99.45
2020-11-09,Madhya Pradesh,1008,13,1006,12261,4454,545,8.22,0,87.0,253378,2179,251983,5.12,0.63,0.14093103448275862,0.86,99.45
2020-11-10,Madhya Pradesh,535,6,534,6936,878,288,7.71,0,87.0,253913,2185,252517,1.01,0.33,0.07972413793103449,0.86,99.45
2020-11-11,Madhya Pradesh,1384,19,1376,17417,469,159,7.95,0,87.0,255297,2204,253893,0.54,0.18,0.20019540229885058,0.86,99.45
2020-11-12,Madhya Pradesh,224,2,221,2672,4177,2099,8.38,1,87.0,255521,2206,254114,4.8,2.41,0.03071264367816092,0.86,99.45
2020-11-13,Madhya Pradesh,725,2,721,9049,2295,1500,8.01,2,87.0,256246,2208,254835,2.64,1.72,0.10401149425287357,0.86,99.45
2020-11-14,Madhya Pradesh,725,6,720,8897,1050,346,8.15,0,87.0,256971,2214,255555,1.21,0.4,0.10226436781609195,0.86,99.45
2020-11-15,Madhya Pradesh,1380,12,1379,16829,3797,2440,8.2,0,87.0,258351,2226,256934,4.36,2.8,0.1934367816091954,0.86,99.45
2020-11-16,Madhya Pradesh,869,5,866,10903,518,8,7.97,0,87.0,259220,2231,257800,0.6,0.01,0.12532183908045977,0.86,99.45
2020-11-17,Madhya Pradesh,1310,8,1303,16284,1355,858,8.04,0,87.0,260530,2239,259103,1.56,0.99,0.18717241379310345,0.86,99.45
2020-11-18,Madhya Pradesh,1438,19,1430,17745,4558,3859,8.1,0,87.0,261968,2258,260533,5.24,4.44,0.20396551724137932,0.86,99.45
2020-11-19,Madhya Pradesh,174,2,167,2209,2223,874,7.88,5,87.0,262142,2260,260700,2.56,1.0,0.02539080459770115,0.86,99.45
2020-11-20,Madhya Pradesh,1105,14,1096,13706,3354,2194,8.06,0,87.0,263247,2274,261796,3.86,2.52,0.15754022988505748,0.86,99.45
2020-11-21,Madhya Pradesh,584,3,575,7173,2835,2504,8.14,6,87.0,263831,2277,262371,3.26,2.88,0.08244827586206896,0.86,99.45
2020-11-22,Madhya Pradesh,163,2,160,1831,2508,798,8.9,1,87.0,263994,2279,262531,2.88,0.92,0.021045977011494254,0.86,99.45
2020-11-23,Madhya Pradesh,9,0,5,573,1277,318,1.57,4,87.0,264003,2279,262536,1.47,0.37,0.006586206896551724,0.86,99.44
2020-11-24,Madhya Pradesh,319,4,310,4165,1331,400,7.66,5,87.0,264322,2283,262846,1.53,0.46,0.047873563218390806,0.86,99.44
2020-11-25,Madhya Pradesh,1190,11,1184,15177,1577,525,7.84,0,87.0,265512,2294,264030,1.81,0.6,0.17444827586206896,0.86,99.44
2020-11-26,Madhya Pradesh,1077,12,1071,13288,3999,2218,8.11,0,87.0,266589,2306,265101,4.6,2.55,0.15273563218390804,0.87,99.44
2020-11-27,Madhya Pradesh,452,1,451,5709,3496,716,7.92,0,87.0,267041,2307,265552,4.02,0.82,0.06562068965517241,0.86,99.44
2020-11-28,Madhya Pradesh,25,0,23,539,2431,799,4.64,2,87.0,267066,2307,265575,2.79,0.92,0.0061954022988505745,0.86,99.44
2020-11-29,Madhya Pradesh,1451,12,1447,17801,4646,2378,8.15,0,87.0,268517,2319,267022,5.34,2.73,0.20460919540229885,0.86,99.44
2020-11-30,Madhya Pradesh,492,4,486,5991,4925,977,8.21,2,87.0,269009,2323,267508,5.66,1.12,0.06886206896551725,0.86,99.44
2020-12-01,Madhya Pradesh,633,4,631,7716,4596,517,8.2,0,87.0,269642,2327,268139,5.28,0.59,0.0886896551724138,0.86,99.44
2020-12-02,Madhya Pradesh,332,1,332,4521,3232,2120,7.34,0,87.0,269974,2328,268471,3.71,2.44,0.05196551724137931,0.86,99.44
2020-12-03,Madhya Pradesh,1245,18,1245,15685,4702,3683,7.94,0,87.0,271219,2346,269716,5.4,4.23,0.1802873563218391,0.86,99.45
2020-12-04,Madhya Pradesh,1448,9,1443,17997,2545,233,8.05,0,87.0,272667,2355,271159,2.93,0.27,0.20686206896551723,0.86,99.45
2020-12-05,Madhya Pradesh,1495,13,1492,18442,2094,729,8.11,0,87.0,274162,2368,272651,2.41,0.84,0.21197701149425288,0.86,99.45
2020-12-06,Madhya Pradesh,502,2,493,6255,4217,760,8.03,7,87.0,274664,2370,273144,4.85,0.87,0.07189655172413793,0.86,99.45
2020-12-07,Madhya Pradesh,1456,13,1455,18193,366,214,8.0,0,87.0,276120,2383,274599,0.42,0.25,0.20911494252873564,0.86,99.45
2020-12-08,Madhya Pradesh,1164,11,1163,14549,1583,957,8.0,0,87.0,277284,2394,275762,1.82,1.1,0.16722988505747127,0.86,99.45
2020-12-09,Madhya Pradesh,457,4,450,5619,4442,308,8.13,3,87.0,277741,2398,276212,5.11,0.35,0.06458620689655173,0.86,99.45
2020-12-10,Madhya Pradesh,1357,13,1356,16394,2039,103,8.28,0,87.0,279098,2411,277568,2.34,0.12,0.18843678160919541,0.86,99.45
2020-12-11,Madhya Pradesh,1158,12,1153,14381,4932,4289,8.05,0,87.0,280256,2423,278721,5.67,4.93,0.16529885057471264,0.86,99.45
2020-12-12,Madhya Pradesh,564,8,561,6844,3627,1416,8.24,0,87.0,280820,2431,279282,4.17,1.63,0.07866666666666666,0.87,99.45
2020-12-13,Madhya Pradesh,322,2,320,3947,4389,3019,8.16,0,87.0,281142,2433,279602,5.04,3.47,0.045367816091954026,0.87,99.45
2020-12-14,Madhya Pradesh,264,2,255,3757,2021,1005,7.03,7,87.0,281406,2435,279857,2.32,1.16,0.043183908045977014,0.87,99.45
2020-12-15,Madhya Pradesh,826,8,822,9891,1290,207,8.35,0,87.0,282232,2443,280679,1.48,0.24,0.11368965517241379,0.87,99.45
2020-12-16,Madhya Pradesh,79,0,77,827,4299,2495,9.55,2,87.0,282311,2443,280756,4.94,2.87,0.009505747126436781,0.87,99.45
2020-12-17,Madhya Pradesh,630,8,629,8013,4446,2827,7.86,0,87.0,282941,2451,281385,5.11,3.25,0.09210344827586207,0.87,99.45
2020-12-18,Madhya Pradesh,947,3,944,11781,3939,3565,8.04,0,87.0,283888,2454,282329,4.53,4.1,0.13541379310344828,0.86,99.45
2020-12-19,Madhya Pradesh,329,1,322,3836,4534,2301,8.58,6,87.0,284217,2455,282651,5.21,2.64,0.0440919540229885,0.86,99.45
2020-12-20,Madhya Pradesh,1213,15,1210,14996,3767,3431,8.09,0,87.0,285430,2470,283861,4.33,3.94,0.17236781609195403,0.87,99.45
2020-12-21,Madhya Pradesh,917,10,909,11356,1397,799,8.08,0,87.0,286347,2480,284770,1.61,0.92,0.1305287356321839,0.87,99.45
2020-12-22,Madhya Pradesh,1578,15,1578,19739,2614,563,7.99,0,87.0,287925,2495,286348,3.0,0.65,0.22688505747126436,0.87,99.45
2020-12-23,Madhya Pradesh,994,12,985,12465,2355,1914,7.97,0,87.0,288919,2507,287333,2.71,2.2,0.1432758620689655,0.87,99.45
2020-12-24,Madhya Pradesh,658,2,649,8320,4414,3423,7.91,7,87.0,289577,2509,287982,5.07,3.93,0.09563218390804598,0.87,99.45
2020-12-25,Madhya Pradesh,339,3,335,4373,930,340,7.75,1,87.0,289916,2512,288317,1.07,0.39,0.050264367816091955,0.87,99.45
2020-12-26,Madhya Pradesh,44,0,35,698,840,199,6.3,9,87.0,289960,2512,288352,0.97,0.23,0.008022988505747126,0.87,99.45
2020-12-27,Madhya Pradesh,801,7,800,10141,1231,1083,7.9,0,87.0,290761,2519,289152,1.41,1.24,0.1165632183908046,0.87,99.45
2020-12-28,Madhya Pradesh,502,4,499,5905,733,595,8.5,0,87.0,291263,2523,289651,0.84,0.68,0.0678735632183908,0.87,99.45
2020-12-29,Madhya Pradesh,251,2,243,2618,3620,3548,9.59,6,87.0,291514,2525,289894,4.16,4.08,0.030091954022988504,0.87,99.44
